Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP013434,Female,Yes,1,Not Graduate,No,9521,0,6533,240,0,SEMIURBAN,Y
LP014305,Female,Yes,4,Graduate,No,6340,0,1777,180,0,URBAN,Y
LP012689,Female,Yes,3,Not Graduate,No,8792,0,22615,180,0,SEMIURBAN,Y
LP009929,Female,Yes,0,Not Graduate,Yes,4820,0,7205,240,0,URBAN,Y
LP011288,Male,No,2,Not Graduate,Yes,1589,4546,322,180,0,URBAN,Y
LP013885,Female,Yes,1,Graduate,No,4016,0,9380,360,0,RURAL,Y
LP014126,Female,No,3,Not Graduate,No,6946,0,11184,240,1,SEMIURBAN,Y
LP014513,Female,Yes,0,Graduate,No,10110,0,4980,240,1,URBAN,Y
LP014296,Male,Yes,1,Graduate,No,9973,0,23952,360,0,RURAL,Y
LP012725,Female,Yes,2,Not Graduate,Yes,2786,1067,10072,240,1,URBAN,N
LP014919,Female,No,3,Graduate,No,9835,0,20781,180,1,SEMIURBAN,Y
LP018483,Male,No,5,Graduate,Yes,6283,2145,19533,180,1,RURAL,N
LP016886,Female,Yes,0,Graduate,Yes,6099,6621,3508,240,0,URBAN,Y
LP015980,Female,Yes,2,Graduate,No,1508,0,15009,180,1,URBAN,Y
LP015022,Male,No,1,Graduate,Yes,10829,0,18201,180,0,URBAN,Y
LP011727,Male,No,2,Graduate,No,3097,0,11377,360,0,RURAL,Y
LP012942,Male,Yes,1,Not Graduate,Yes,9977,0,4110,180,1,RURAL,Y
LP016564,Male,No,3,Graduate,No,10742,0,19770,180,1,URBAN,Y
LP018510,Female,No,0,Not Graduate,No,3901,0,18325,240,1,RURAL,N
LP017101,Female,Yes,4,Graduate,No,2513,0,24529,360,1,RURAL,Y
LP013742,Male,Yes,3,Not Graduate,No,6522,0,1023,360,1,SEMIURBAN,Y
LP012041,Female,No,5,Not Graduate,Yes,6986,0,22808,180,1,SEMIURBAN,N
LP014210,Male,Yes,3,Not Graduate,No,6070,2195,8826,240,0,SEMIURBAN,Y
LP011579,Female,Yes,0,Graduate,Yes,9551,0,14349,240,0,RURAL,Y
LP012409,Male,No,3,Not Graduate,No,11016,6402,20892,240,0,RURAL,Y
LP016781,Male,Yes,0,Not Graduate,No,10546,0,9114,180,0,RURAL,Y
LP018580,Male,No,0,Not Graduate,Yes,5748,0,19337,360,1,RURAL,Y
LP006581,Female,Yes,1,Not Graduate,No,5812,0,18791,360,1,URBAN,N
LP011485,Male,No,4,Graduate,No,2012,0,13796,180,0,SEMIURBAN,Y
LP006257,Male,Yes,2,Graduate,Yes,10126,0,4544,180,1,SEMIURBAN,N
LP011394,Female,Yes,2,Graduate,No,8595,0,8785,360,0,URBAN,Y
LP011533,Female,Yes,0,Graduate,Yes,7886,0,5479,360,1,RURAL,Y
LP012204,Female,Yes,5,Not Graduate,No,7316,0,17209,180,1,RURAL,Y
LP019047,Male,No,5,Graduate,No,10910,0,4687,360,1,RURAL,Y
LP016296,Male,Yes,0,Graduate,Yes,10005,0,15522,180,1,RURAL,N
LP011670,Male,Yes,2,Not Graduate,No,1700,0,14836,360,0,SEMIURBAN,Y
LP010926,Male,No,1,Not Graduate,No,12667,0,7367,180,0,SEMIURBAN,Y
LP012418,Female,No,1,Graduate,Yes,11709,0,5101,240,0,URBAN,Y
LP010551,Female,Yes,1,Graduate,Yes,4842,0,14603,360,1,SEMIURBAN,Y
LP014078,Male,Yes,0,Graduate,No,2633,0,24757,180,0,SEMIURBAN,Y
LP012759,Male,No,0,Graduate,No,6485,2466,21795,240,1,RURAL,N
LP011703,Male,No,0,Graduate,Yes,8209,0,22946,360,0,URBAN,Y
LP014154,Female,No,1,Not Graduate,No,5692,0,13174,360,1,SEMIURBAN,Y
LP014273,Female,Yes,4,Not Graduate,Yes,10665,0,20787,240,0,RURAL,Y
LP012212,Male,Yes,5,Graduate,Yes,12520,0,18395,180,1,URBAN,Y
LP015560,Female,Yes,1,Not Graduate,Yes,12428,2746,7077,360,0,URBAN,Y
LP014597,Female,Yes,2,Graduate,No,8147,0,8384,180,1,URBAN,Y
LP013269,Male,Yes,0,Graduate,Yes,7568,7834,18716,360,1,SEMIURBAN,Y
LP015542,Female,Yes,0,Not Graduate,No,3032,0,372,240,1,SEMIURBAN,Y
LP015151,Female,No,1,Not Graduate,No,7259,0,13002,180,0,URBAN,Y
LP013545,Female,Yes,0,Graduate,No,11850,0,5788,240,1,SEMIURBAN,Y
LP013894,Male,No,5,Graduate,Yes,11630,5051,2211,360,0,SEMIURBAN,Y
LP017690,Female,Yes,0,Graduate,No,2500,0,20101,180,0,SEMIURBAN,Y
LP018740,Male,No,0,Not Graduate,Yes,8442,0,10327,240,1,SEMIURBAN,N
LP016845,Female,Yes,0,Graduate,No,12063,0,22596,180,1,URBAN,N
LP013658,Female,No,0,Not Graduate,No,7819,0,8116,360,1,SEMIURBAN,Y
LP014923,Male,No,2,Not Graduate,Yes,10015,0,4360,180,0,URBAN,Y
LP017272,Female,No,3,Not Graduate,Yes,4199,0,4240,180,1,URBAN,Y
LP019504,Female,No,0,Not Graduate,No,11225,0,13496,240,0,URBAN,Y
LP016183,Female,No,0,Not Graduate,No,12092,0,4724,240,1,SEMIURBAN,N
LP012267,Female,No,1,Not Graduate,Yes,11728,8445,1898,360,1,URBAN,N
LP016350,Male,No,2,Not Graduate,Yes,4139,0,11073,240,0,URBAN,Y
LP017634,Female,No,3,Not Graduate,No,8981,0,19766,240,0,RURAL,Y
LP014946,Male,No,1,Graduate,No,3635,0,3088,360,0,RURAL,Y
LP011693,Female,Yes,0,Not Graduate,No,11723,0,12702,360,0,SEMIURBAN,Y
LP015356,Female,No,1,Not Graduate,Yes,6609,4214,8392,360,0,SEMIURBAN,Y
LP016322,Male,No,4,Graduate,No,10434,0,15952,360,1,SEMIURBAN,Y
LP014398,Male,No,3,Graduate,Yes,3951,0,5940,180,1,SEMIURBAN,Y
LP014931,Male,Yes,3,Not Graduate,No,5962,0,21278,360,0,RURAL,Y
LP015221,Female,Yes,0,Not Graduate,No,6626,0,13901,360,0,URBAN,Y
LP016047,Female,No,2,Graduate,No,5585,0,20778,180,1,URBAN,N
LP017168,Female,No,1,Not Graduate,No,8004,785,9101,240,0,SEMIURBAN,Y
LP016929,Male,No,1,Not Graduate,No,5120,0,6979,360,1,URBAN,Y
LP011412,Male,No,0,Graduate,Yes,12475,0,8643,240,1,SEMIURBAN,Y
LP013093,Female,Yes,4,Graduate,No,3961,0,7468,360,0,URBAN,Y
LP016492,Male,Yes,1,Not Graduate,Yes,8090,0,15021,180,0,URBAN,Y
LP011868,Female,Yes,2,Graduate,Yes,12576,0,14674,360,0,URBAN,Y
LP012702,Male,No,2,Not Graduate,Yes,2238,0,8842,180,1,RURAL,N
LP013892,Female,Yes,1,Graduate,No,12406,0,624,360,1,RURAL,Y
LP013160,Male,No,4,Graduate,Yes,10079,0,23186,360,1,RURAL,Y
LP018842,Male,Yes,1,Graduate,Yes,9110,0,10972,180,0,RURAL,Y
LP014282,Female,Yes,5,Not Graduate,No,9535,0,12959,360,0,URBAN,Y
LP016966,Male,No,1,Not Graduate,Yes,6341,0,19215,360,0,SEMIURBAN,Y
LP011197,Male,No,5,Graduate,Yes,9985,0,23663,360,0,RURAL,Y
LP016834,Female,Yes,0,Graduate,Yes,12622,0,19379,240,0,RURAL,Y
LP015734,Female,Yes,0,Not Graduate,No,8258,8861,24250,360,0,URBAN,Y
LP016119,Male,No,3,Graduate,No,8753,0,10597,240,1,RURAL,Y
LP013560,Female,Yes,0,Not Graduate,Yes,9158,0,2196,180,1,SEMIURBAN,N
LP015575,Male,Yes,4,Graduate,No,5401,0,4876,240,0,SEMIURBAN,Y
LP016576,Male,No,0,Graduate,No,11463,0,10063,180,1,URBAN,N
LP016296,Male,No,0,Not Graduate,Yes,9503,0,24303,240,0,RURAL,Y
LP013309,Male,Yes,1,Graduate,Yes,3260,0,23836,240,1,RURAL,N
LP011144,Female,No,2,Not Graduate,Yes,11089,7342,8351,240,0,RURAL,Y
LP015619,Female,Yes,3,Not Graduate,No,11502,0,21720,360,0,SEMIURBAN,Y
LP017487,Female,Yes,0,Not Graduate,No,9620,0,17037,360,1,RURAL,N
LP014554,Male,Yes,2,Graduate,Yes,4424,8264,24419,180,1,URBAN,Y
LP012767,Female,Yes,0,Not Graduate,No,4743,0,18691,240,0,RURAL,Y
LP019605,Male,Yes,0,Not Graduate,No,2312,0,23116,180,0,SEMIURBAN,Y
LP012970,Male,No,0,Graduate,Yes,9930,0,23871,360,0,SEMIURBAN,Y
LP015789,Male,No,5,Not Graduate,No,10947,0,17453,180,1,SEMIURBAN,Y
LP014983,Female,Yes,4,Graduate,Yes,11754,0,7070,360,0,RURAL,Y
LP016925,Female,Yes,4,Not Graduate,Yes,2351,4840,6791,180,0,RURAL,Y
LP012539,Female,Yes,0,Not Graduate,No,12832,0,7733,360,0,SEMIURBAN,Y
LP016932,Male,Yes,1,Graduate,Yes,6786,0,3019,240,1,URBAN,Y
LP012500,Male,No,0,Graduate,Yes,7924,2943,10051,180,0,RURAL,Y
LP016161,Male,Yes,2,Not Graduate,Yes,6491,1866,22075,240,1,URBAN,Y
LP016063,Female,No,5,Not Graduate,Yes,7828,0,20475,240,1,RURAL,Y
LP011130,Male,Yes,4,Graduate,No,6964,6356,1689,240,1,URBAN,N
LP018277,Female,Yes,1,Not Graduate,Yes,7102,0,23077,240,1,URBAN,Y
LP007627,Male,No,0,Not Graduate,Yes,5173,541,5992,240,0,RURAL,Y
LP017901,Female,Yes,1,Not Graduate,No,9699,6042,3437,360,1,RURAL,Y
LP013606,Male,Yes,3,Graduate,Yes,2393,0,10293,240,1,URBAN,Y
LP019371,Female,Yes,0,Graduate,No,9473,0,13089,180,1,URBAN,Y
LP012537,Male,No,4,Not Graduate,No,8699,0,10242,240,1,RURAL,N
LP013036,Female,No,0,Not Graduate,Yes,7557,2539,16446,360,1,URBAN,Y
LP014118,Female,No,3,Not Graduate,Yes,9443,3778,23666,360,0,RURAL,Y
LP015123,Male,No,0,Not Graduate,Yes,7181,0,18586,360,0,RURAL,Y
LP014617,Male,Yes,0,Not Graduate,No,12054,0,22435,180,0,SEMIURBAN,Y
LP016537,Female,No,0,Graduate,No,9718,0,21996,240,0,SEMIURBAN,Y
LP015397,Female,Yes,5,Not Graduate,No,12496,0,20723,360,1,URBAN,N
LP018037,Male,No,0,Graduate,No,4632,0,1795,240,0,SEMIURBAN,Y
LP013830,Male,No,1,Graduate,No,12015,0,12281,180,0,RURAL,Y
LP014785,Female,No,1,Graduate,Yes,7948,1646,20793,240,0,RURAL,Y
LP016831,Female,No,0,Not Graduate,Yes,7643,3310,2723,180,0,URBAN,Y
LP018472,Female,Yes,3,Not Graduate,Yes,3591,0,10553,240,0,SEMIURBAN,Y
LP018480,Male,No,2,Graduate,Yes,4568,0,15940,180,0,URBAN,Y
LP013475,Male,Yes,1,Graduate,No,3962,0,7964,180,0,SEMIURBAN,Y
LP013034,Female,Yes,1,Not Graduate,No,2559,4175,24337,180,1,URBAN,Y
LP018288,Female,Yes,1,Not Graduate,No,9658,7307,23237,360,0,URBAN,Y
LP016882,Female,No,0,Graduate,Yes,2630,0,22538,240,1,RURAL,Y
LP015633,Male,No,1,Graduate,No,12173,0,14795,240,0,URBAN,Y
LP017492,Female,Yes,5,Not Graduate,No,9940,0,10191,180,0,RURAL,Y
LP012465,Female,Yes,1,Graduate,No,12068,0,24147,360,1,URBAN,Y
LP015911,Female,Yes,1,Not Graduate,Yes,7060,0,5419,180,0,URBAN,Y
LP018732,Female,Yes,4,Graduate,Yes,2381,0,10090,240,0,URBAN,Y
LP015734,Male,No,0,Not Graduate,No,8162,0,6744,360,0,RURAL,Y
LP017661,Female,Yes,5,Not Graduate,Yes,9318,5733,19110,240,0,URBAN,Y
LP017713,Male,Yes,1,Not Graduate,Yes,12810,0,4558,180,0,RURAL,Y
LP013097,Female,Yes,1,Not Graduate,Yes,7749,0,7223,240,1,SEMIURBAN,Y
LP017430,Male,No,5,Graduate,No,12577,731,9089,180,1,URBAN,N
LP011705,Male,No,0,Graduate,Yes,12340,0,10732,240,0,RURAL,Y
LP014404,Female,Yes,3,Graduate,No,10751,0,21624,240,1,SEMIURBAN,Y
LP012135,Male,Yes,4,Not Graduate,Yes,9032,0,11810,360,0,URBAN,Y
LP013694,Male,Yes,5,Not Graduate,No,4155,0,9082,180,1,URBAN,Y
LP018624,Female,No,3,Not Graduate,Yes,7851,0,17393,180,0,RURAL,Y
LP012948,Female,Yes,1,Not Graduate,Yes,10201,0,9871,360,0,RURAL,Y
LP011234,Female,No,4,Graduate,No,11620,0,10164,240,1,URBAN,Y
LP012128,Female,No,4,Not Graduate,No,8473,0,12201,360,0,SEMIURBAN,Y
LP019483,Female,No,0,Graduate,Yes,2037,0,6756,360,0,URBAN,Y
LP016405,Female,Yes,4,Graduate,Yes,11199,0,16474,360,1,SEMIURBAN,Y
LP019513,Male,No,0,Not Graduate,Yes,1836,2035,5680,360,0,RURAL,Y
LP011485,Male,No,3,Graduate,Yes,3119,0,5673,360,0,RURAL,Y
LP014152,Male,No,2,Graduate,Yes,8475,0,22461,180,0,RURAL,Y
LP017894,Male,Yes,0,Not Graduate,Yes,8613,0,3414,180,0,RURAL,Y
LP017009,Male,No,0,Graduate,Yes,12679,0,1420,180,0,RURAL,Y
LP012628,Male,Yes,5,Not Graduate,Yes,3501,0,9297,360,1,RURAL,Y
LP016686,Female,No,1,Not Graduate,Yes,9310,3405,3829,240,1,SEMIURBAN,N
LP019479,Male,Yes,2,Graduate,No,10483,4457,18040,360,0,SEMIURBAN,Y
LP014596,Female,Yes,0,Not Graduate,Yes,9299,0,1222,240,0,URBAN,Y
LP015402,Female,No,3,Not Graduate,No,1849,0,11385,240,0,SEMIURBAN,Y
LP016552,Female,Yes,1,Graduate,No,3531,0,14857,240,1,RURAL,N
LP013743,Female,No,1,Graduate,Yes,12898,1290,14242,360,0,SEMIURBAN,Y
LP015280,Female,Yes,0,Not Graduate,No,2403,8623,11394,360,0,SEMIURBAN,Y
LP011150,Male,Yes,0,Not Graduate,No,2959,0,11480,360,1,RURAL,Y
LP011859,Female,No,1,Graduate,No,5903,0,5198,360,1,URBAN,Y
LP017611,Male,Yes,4,Graduate,No,10357,0,9066,360,0,URBAN,Y
LP015420,Male,Yes,0,Not Graduate,No,8920,0,18800,240,0,URBAN,Y
LP014286,Female,No,0,Graduate,No,12861,0,11924,240,0,SEMIURBAN,Y
LP016367,Female,No,2,Graduate,No,8951,0,4060,360,1,URBAN,Y
LP018304,Female,No,1,Graduate,Yes,4620,0,7582,360,0,URBAN,Y
LP016710,Male,No,1,Graduate,No,10510,0,11377,360,0,SEMIURBAN,Y
LP011888,Male,No,0,Graduate,No,11960,9575,11172,240,0,URBAN,Y
LP017144,Female,No,3,Graduate,Yes,7751,0,23875,240,1,RURAL,Y
LP012563,Female,No,1,Graduate,Yes,11903,0,22668,240,0,RURAL,Y
LP019473,Male,Yes,2,Not Graduate,Yes,5871,0,2979,180,0,RURAL,Y
LP019746,Female,Yes,0,Graduate,No,9609,0,14352,240,0,URBAN,Y
LP016586,Female,Yes,0,Not Graduate,No,12588,0,13510,360,0,RURAL,Y
LP014325,Male,Yes,2,Graduate,No,8202,0,24035,360,1,URBAN,Y
LP016918,Female,Yes,1,Graduate,Yes,4747,0,7055,180,0,RURAL,Y
LP018166,Male,No,1,Not Graduate,Yes,5831,0,23322,240,0,URBAN,Y
LP019926,Female,Yes,3,Not Graduate,Yes,9479,0,22814,360,0,URBAN,Y
LP016662,Male,No,3,Not Graduate,Yes,6795,0,23763,180,0,RURAL,Y
LP018205,Female,Yes,0,Graduate,Yes,9851,0,2159,240,1,SEMIURBAN,Y
LP015959,Male,Yes,0,Not Graduate,Yes,11391,0,20132,180,0,RURAL,Y
LP012814,Male,Yes,1,Graduate,Yes,6647,0,14000,240,1,SEMIURBAN,Y
LP016556,Male,No,1,Graduate,Yes,9988,0,19560,360,1,SEMIURBAN,N
LP014155,Female,No,0,Not Graduate,Yes,2713,3554,8642,360,0,RURAL,Y
LP012123,Female,No,0,Not Graduate,No,2292,0,9800,180,1,RURAL,N
LP016796,Male,Yes,1,Graduate,Yes,1703,0,17428,180,0,URBAN,Y
LP016031,Female,Yes,2,Graduate,Yes,5577,6466,913,360,1,RURAL,Y
LP011849,Male,Yes,2,Graduate,No,2004,7686,20201,240,0,RURAL,Y
LP013209,Female,No,5,Graduate,No,8446,0,18743,360,1,SEMIURBAN,Y
LP012321,Male,Yes,0,Not Graduate,Yes,10427,0,15035,240,0,RURAL,Y
LP017708,Female,Yes,0,Graduate,No,4940,7597,23039,240,0,RURAL,Y
LP012226,Male,No,5,Not Graduate,Yes,3950,7702,20364,180,1,RURAL,N
LP015617,Female,No,0,Not Graduate,No,12626,0,12289,360,0,RURAL,Y
LP011003,Female,No,1,Not Graduate,No,2575,0,13390,180,1,RURAL,Y
LP014803,Female,Yes,0,Graduate,Yes,11397,0,11964,240,0,RURAL,Y
LP013473,Female,Yes,1,Graduate,No,12614,0,15192,240,0,RURAL,Y
LP011416,Male,Yes,5,Graduate,Yes,10687,0,18438,180,0,URBAN,Y
LP014731,Male,Yes,1,Graduate,No,4909,0,5250,240,1,URBAN,N
LP017143,Female,No,1,Graduate,No,10607,0,3078,180,1,SEMIURBAN,Y
LP024775,Male,No,1,Graduate,No,4570,0,3670,240,1,RURAL,Y
LP012857,Male,No,0,Not Graduate,Yes,10687,1691,23987,240,1,RURAL,Y
LP018432,Female,No,1,Not Graduate,No,11385,0,1620,180,0,RURAL,Y
LP018030,Female,No,2,Graduate,Yes,10013,0,2422,180,1,SEMIURBAN,N
LP014870,Female,No,3,Graduate,Yes,8880,0,7507,240,0,RURAL,Y
LP013805,Male,Yes,0,Not Graduate,Yes,2751,0,20966,360,0,RURAL,Y
LP014638,Female,Yes,1,Not Graduate,Yes,8319,7469,15663,240,0,URBAN,Y
LP013464,Male,No,2,Not Graduate,Yes,5295,0,24244,240,0,URBAN,Y
LP017216,Male,No,4,Graduate,No,5685,0,19645,180,0,RURAL,Y
LP017951,Male,Yes,0,Graduate,Yes,4334,0,7398,240,1,URBAN,Y
LP018632,Male,Yes,3,Graduate,Yes,8226,0,21447,360,0,URBAN,Y
LP013112,Female,No,4,Graduate,Yes,1780,0,7031,360,0,SEMIURBAN,Y
LP015788,Female,No,0,Not Graduate,Yes,6487,0,18651,240,1,URBAN,N
LP018530,Male,Yes,2,Not Graduate,Yes,2063,0,8151,360,1,URBAN,Y
LP017405,Male,No,2,Not Graduate,Yes,5416,0,20565,180,0,SEMIURBAN,Y
LP014742,Male,Yes,0,Not Graduate,No,5594,0,8950,240,0,RURAL,Y
LP020172,Female,Yes,4,Not Graduate,No,4503,615,20254,180,0,SEMIURBAN,Y
LP016833,Male,No,1,Not Graduate,Yes,12922,0,4358,180,1,SEMIURBAN,N
LP017711,Female,No,3,Graduate,No,3293,6321,16423,240,1,URBAN,Y
LP017666,Female,Yes,2,Graduate,No,1562,0,11744,360,1,RURAL,Y
LP016050,Male,No,0,Not Graduate,No,8262,0,8462,360,0,RURAL,Y
LP012111,Male,No,1,Not Graduate,No,9073,9033,1927,360,1,URBAN,N
LP016776,Male,Yes,0,Graduate,Yes,4393,0,7147,240,0,SEMIURBAN,Y
LP015926,Male,Yes,0,Not Graduate,Yes,7071,7386,21566,360,1,URBAN,Y
LP019312,Male,No,1,Graduate,No,6129,6839,13702,240,0,RURAL,Y
LP015354,Male,No,0,Not Graduate,Yes,4329,0,14124,360,1,RURAL,Y
LP015781,Male,No,1,Not Graduate,No,8526,0,288,240,1,RURAL,N
LP014595,Female,Yes,0,Graduate,Yes,5539,0,23481,180,0,URBAN,Y
LP014741,Female,No,3,Not Graduate,No,3399,0,10897,360,0,URBAN,Y
LP017368,Male,No,1,Not Graduate,Yes,6576,0,5766,240,0,SEMIURBAN,Y
LP017019,Female,No,4,Not Graduate,Yes,2259,0,7164,180,1,RURAL,Y
LP014591,Male,Yes,1,Not Graduate,Yes,10514,0,11532,240,1,URBAN,Y
LP015284,Male,Yes,0,Not Graduate,No,10742,6077,10763,240,0,RURAL,Y
LP016882,Female,No,3,Not Graduate,Yes,3913,0,18073,180,1,RURAL,N
LP018300,Female,No,1,Not Graduate,Yes,11685,0,4088,180,1,RURAL,N
LP013163,Female,Yes,4,Not Graduate,Yes,3284,0,22431,240,0,URBAN,Y
LP019855,Male,Yes,3,Not Graduate,No,12663,2485,24901,180,0,SEMIURBAN,Y
LP014599,Male,Yes,1,Not Graduate,Yes,11459,0,11935,180,1,URBAN,Y
LP012211,Male,Yes,3,Not Graduate,Yes,11318,0,19024,360,1,RURAL,Y
LP016798,Female,Yes,3,Not Graduate,No,6998,0,23773,360,0,URBAN,Y
LP013922,Female,No,0,Graduate,Yes,3035,830,17633,240,0,SEMIURBAN,Y
LP013546,Male,No,3,Not Graduate,No,1858,0,23572,240,0,RURAL,Y
LP016066,Female,Yes,4,Graduate,No,11381,0,21935,360,0,RURAL,Y
LP019485,Female,Yes,0,Graduate,No,2181,412,17243,180,1,RURAL,N
LP012612,Male,Yes,5,Graduate,No,11600,0,19236,240,1,RURAL,N
LP015021,Male,Yes,0,Graduate,No,7612,0,10310,240,1,RURAL,N
LP017743,Female,No,0,Not Graduate,No,7692,0,4548,360,1,URBAN,Y
LP018283,Male,No,2,Not Graduate,Yes,7121,0,10118,240,1,RURAL,N
LP015084,Female,Yes,1,Not Graduate,No,1542,1212,15436,180,1,RURAL,Y
LP012867,Female,Yes,4,Not Graduate,No,12886,0,6900,360,1,SEMIURBAN,N
LP012998,Female,Yes,5,Not Graduate,Yes,6889,0,5680,240,1,SEMIURBAN,Y
LP011309,Male,Yes,1,Not Graduate,Yes,11037,0,7434,360,1,URBAN,Y
LP015694,Male,No,5,Not Graduate,Yes,3753,0,2834,360,0,URBAN,Y
LP016909,Female,No,2,Graduate,No,12255,0,16006,360,0,URBAN,Y
LP013035,Female,No,2,Not Graduate,Yes,11276,0,18784,240,0,SEMIURBAN,Y
LP014538,Male,No,1,Graduate,No,7019,3509,17147,240,1,SEMIURBAN,Y
LP015419,Female,Yes,0,Not Graduate,No,5736,0,4012,360,0,URBAN,Y
LP012233,Female,Yes,2,Not Graduate,No,4813,0,4821,240,1,RURAL,Y
LP016693,Male,No,0,Not Graduate,Yes,5132,0,17140,240,0,URBAN,Y
LP014243,Male,No,2,Graduate,No,7140,0,17603,180,0,SEMIURBAN,Y
LP018694,Female,Yes,5,Not Graduate,Yes,7044,0,3499,180,0,SEMIURBAN,Y
LP019255,Male,Yes,1,Not Graduate,Yes,9680,5503,21697,240,1,SEMIURBAN,Y
LP008777,Female,Yes,1,Graduate,Yes,11037,0,19596,180,1,RURAL,Y
LP014564,Female,No,3,Not Graduate,No,8224,8392,11644,240,0,SEMIURBAN,Y
LP015737,Male,No,4,Not Graduate,No,10848,0,12616,240,1,SEMIURBAN,N
LP015474,Male,No,0,Not Graduate,No,4249,4515,18313,360,0,SEMIURBAN,Y
LP014490,Female,No,2,Not Graduate,No,5018,0,16800,360,0,URBAN,Y
LP018933,Male,No,5,Graduate,Yes,7076,0,10874,240,1,SEMIURBAN,Y
LP021191,Female,No,2,Graduate,No,7225,1537,4057,360,1,SEMIURBAN,Y
LP016173,Male,Yes,3,Not Graduate,Yes,11270,0,14733,360,1,URBAN,N
LP018306,Female,No,2,Not Graduate,Yes,4448,0,10309,360,0,URBAN,Y
LP022133,Male,Yes,0,Not Graduate,No,11313,0,20799,360,0,RURAL,Y
LP015377,Female,Yes,1,Graduate,Yes,7466,0,14928,240,0,RURAL,Y
LP016373,Female,Yes,1,Graduate,No,5649,1671,22377,360,0,SEMIURBAN,Y
LP010407,Female,No,1,Graduate,No,11255,0,21224,240,1,SEMIURBAN,N
LP019222,Male,Yes,0,Not Graduate,Yes,4793,9320,12970,240,0,RURAL,Y
LP015620,Female,Yes,0,Not Graduate,Yes,4711,0,20903,240,1,SEMIURBAN,Y
LP012720,Male,No,0,Graduate,No,10702,0,1722,240,0,URBAN,Y
LP013782,Male,No,0,Not Graduate,Yes,2754,0,12618,360,0,URBAN,Y
LP019880,Female,No,0,Graduate,No,7437,636,9970,240,0,URBAN,Y
LP016459,Male,No,5,Not Graduate,Yes,3798,0,13836,360,1,SEMIURBAN,Y
LP025153,Male,Yes,1,Not Graduate,Yes,8097,1192,19300,180,0,SEMIURBAN,Y
LP012065,Male,Yes,4,Not Graduate,No,8218,3660,7374,240,1,SEMIURBAN,N
LP014298,Male,No,5,Graduate,Yes,12425,0,19325,180,1,RURAL,N
LP018809,Female,No,0,Graduate,No,6542,0,18482,180,0,URBAN,Y
LP015159,Female,Yes,4,Graduate,No,10877,3151,10882,360,0,RURAL,Y
LP015351,Male,No,0,Graduate,Yes,8337,0,6108,360,1,RURAL,Y
LP017073,Male,No,1,Graduate,Yes,6711,0,6020,180,0,RURAL,Y
LP017026,Male,Yes,0,Graduate,No,12037,0,5481,360,0,SEMIURBAN,Y
LP015761,Male,Yes,1,Not Graduate,Yes,7263,0,7152,360,0,RURAL,Y
LP017924,Male,No,4,Graduate,Yes,11872,0,13740,360,1,RURAL,N
LP019747,Female,No,2,Not Graduate,No,7409,0,9047,240,0,URBAN,Y
LP016230,Male,No,0,Graduate,No,1748,0,17616,240,0,URBAN,Y
LP017339,Female,No,3,Graduate,No,5451,0,10343,180,0,RURAL,Y
LP017342,Male,Yes,3,Graduate,No,2728,0,18732,360,1,URBAN,Y
LP018400,Male,No,0,Graduate,Yes,8058,567,13780,360,0,SEMIURBAN,Y
LP014341,Female,Yes,1,Not Graduate,Yes,3855,0,14242,180,0,URBAN,Y
LP014417,Male,Yes,2,Graduate,No,4643,0,18689,360,1,SEMIURBAN,Y
LP019453,Male,Yes,0,Graduate,Yes,11289,0,17486,360,0,URBAN,Y
LP019501,Male,No,4,Graduate,Yes,7919,3249,16042,240,0,URBAN,Y
LP014667,Male,No,0,Not Graduate,No,8924,0,15593,180,0,SEMIURBAN,Y
LP014222,Female,No,0,Not Graduate,Yes,6760,0,541,240,1,SEMIURBAN,Y
LP011927,Male,No,5,Graduate,Yes,3408,1894,19151,360,0,URBAN,Y
LP018368,Male,Yes,1,Graduate,Yes,8130,0,14038,360,0,RURAL,Y
LP014441,Male,Yes,3,Graduate,Yes,6185,0,1600,360,0,RURAL,Y
LP012675,Male,Yes,0,Not Graduate,No,11045,0,20024,180,1,URBAN,Y
LP016609,Male,No,0,Graduate,Yes,6578,0,19622,240,0,URBAN,Y
LP016254,Female,Yes,1,Graduate,Yes,2642,3648,9697,360,1,SEMIURBAN,N
LP018845,Female,No,5,Graduate,No,7775,0,21486,180,0,SEMIURBAN,Y
LP011250,Female,Yes,0,Graduate,Yes,11654,0,10257,360,0,SEMIURBAN,Y
LP014348,Female,No,0,Graduate,Yes,9471,0,22209,180,0,RURAL,Y
LP018782,Male,No,4,Not Graduate,No,7324,0,13697,360,0,URBAN,Y
LP013925,Female,Yes,3,Graduate,Yes,2369,7300,7813,240,1,SEMIURBAN,Y
LP018548,Female,Yes,1,Graduate,No,9130,5296,16417,180,0,URBAN,Y
LP012809,Male,No,4,Not Graduate,Yes,3663,8520,11717,360,0,URBAN,Y
LP015404,Male,Yes,3,Not Graduate,No,10347,0,5895,180,0,SEMIURBAN,Y
LP015829,Female,No,2,Not Graduate,Yes,6977,0,13638,180,0,SEMIURBAN,Y
LP017685,Male,Yes,1,Not Graduate,Yes,5551,0,17290,240,0,URBAN,Y
LP014836,Male,No,1,Graduate,No,3310,5909,14355,240,1,URBAN,Y
